,entity_index,entity_name,cui,cui_name
45051,45051,guanine nucleotide,C0018328,Guanine Nucleotides
45052,45052,myo-inositol phosphate,C2246680,myo-inositol phosphate transport
45053,45053,sulfur dioxide,C0038777,sulfur dioxide
45054,45054,chromate,C0008543,Chromates
45055,45055,response,C0871261,Response process
45056,45056,cellular response,C4327509,cellular response to phosphatidylethanolamine
45057,45057,nitric oxide,C0028128,nitric oxide
45058,45058,response,C0871261,Response process
45059,45059,response,C0871261,Response process
45060,45060,methyl methanesulfonate,C0025706,Methyl Methanesulfonate
45061,45061,response,C0871261,Response process
45062,45062,streptomycin,C0038425,streptomycin
45063,45063,response,C0871261,Response process
45064,45064,cellular response,C4327509,cellular response to phosphatidylethanolamine
45065,45065,response,C0871261,Response process
45066,45066,response,C0871261,Response process
45067,45067,vanadate(3-,,
45068,45068,response to chlorate,,
45069,45069,nitrate,C0028125,Nitrates
45070,45070,nitrite,C0028137,Nitrites
45071,45071,lipoteichoic acid,C0065067,lipoteichoic acid
45072,45072,response,C0871261,Response process
45073,45073,D-galactosamine,C4236101,response to D-galactosamine
45074,45074,response,C0871261,Response process
45075,45075,cellular response,C4327509,cellular response to phosphatidylethanolamine
45076,45076,response,C0871261,Response process
45077,45077,response,C0871261,Response process
45078,45078,peptide pheromone,C1159311,peptide pheromone maturation
45079,45079,mating,C1260875,mating
45080,45080,peptidyl-leucine modification,C1159188,peptidyl-leucine modification
45081,45081,peptidyl-valine modification,C1159264,peptidyl-valine modification
45082,45082,peptidyl-proline,C1159225,peptidyl-proline modification
45083,45083,peptidyl-isoleucine modification,C1159186,peptidyl-isoleucine modification
45084,45084,protein guanylylation,C1159299,protein guanylylation
45085,45085,positive,C1446409,Positive
45086,45086,regulation,C0851285,Regulation
45087,45087,juvenile hormone,C0022439,Juvenile Hormones
45088,45088,regulation,C0851285,Regulation
45089,45089,positive,C1446409,Positive
45090,45090,regulation,C0851285,Regulation
45091,45091,suppression,C0221103,Visual Suppression
45092,45092,suppression,C0221103,Visual Suppression
45093,45093,suppression,C0221103,Visual Suppression
45094,45094,suppression,C0221103,Visual Suppression
45095,45095,suppression,C0221103,Visual Suppression
45096,45096,suppression,C0221103,Visual Suppression
45097,45097,negative,C0205160,Negative
45098,45098,suppression,C0221103,Visual Suppression
45099,45099,peptidyl-tyrosine dephosphorylation,C2752253,peptidyl-tyrosine dephosphorylation
45100,45100,protein-containing complex assembly,,
45101,45101,vesicle,C0333262,Vesicle (morphologic abnormality)
45102,45102,regulation,C0851285,Regulation
45103,45103,regulation,C0851285,Regulation
45104,45104,regulation,C0851285,Regulation
45105,45105,regulation,C0851285,Regulation
45106,45106,regulation,C0851285,Regulation
45107,45107,modulation,C0443264,Modulated
45108,45108,regulation,C0851285,Regulation
45109,45109,regulation,C0851285,Regulation
45110,45110,positive,C1446409,Positive
45111,45111,regulation,C0851285,Regulation
45112,45112,regulation,C0851285,Regulation
45113,45113,regulation,C0851285,Regulation
45114,45114,regulation,C0851285,Regulation
45115,45115,positive,C1446409,Positive
45116,45116,developmental,C0458003,Developmental (qualifier value)
45117,45117,regulation,C0851285,Regulation
45118,45118,positive,C1446409,Positive
45119,45119,chaperone-mediated protein,C3155604,chaperone-mediated protein folding
45120,45120,de novo,C1515568,de novo
45121,45121,snRNA,C0035709,Small Nuclear RNA
45122,45122,nuclear,C0521447,Nuclear (nucleus)
45123,45123,glycoprotein,C0017968,Glycoproteins
45124,45124,elastin,C0013765,elastin
45125,45125,mannoprotein,C1157509,mannoprotein biosynthetic process
45126,45126,proteoglycan,C0033692,Proteoglycan
45127,45127,epithelial structure,C0014609,Epithelium
45128,45128,secretion,C0036536,Process of secretion
45129,45129,body fluid,C0005889,Body Fluids
45130,45130,smooth muscle contraction,C1155937,smooth muscle contraction
45131,45131,thermospermine,C0076392,thermospermine
45132,45132,regulation,C0851285,Regulation
45133,45133,positive,C1446409,Positive
45134,45134,positive,C1446409,Positive
45135,45135,regulation,C0851285,Regulation
45136,45136,positive,C1446409,Positive
45137,45137,regulation,C0851285,Regulation
45138,45138,positive,C1446409,Positive
45139,45139,regulation,C0851285,Regulation
45140,45140,regulation,C0851285,Regulation
45141,45141,positive,C1446409,Positive
45142,45142,regulation,C0851285,Regulation
45143,45143,regulation,C0851285,Regulation
45144,45144,positive,C1446409,Positive
45145,45145,modulation,C0443264,Modulated
45146,45146,tetracyclic,C0039644,tetracycline
45147,45147,vitamin D,C0014695,ergocalciferol
45148,45148,brexanolone,C4548848,brexanolone
45149,45149,sterol,C0038323,Sterols
45150,45150,phytosteroid,C0031866,phytosterols
45151,45151,nuclear,C0521447,Nuclear (nucleus)
45152,45152,regulation,C0851285,Regulation
45153,45153,negative,C0205160,Negative
45154,45154,induction,C0205263,Induce (action)
45155,45155,modulation,C0443264,Modulated
45156,45156,modulation,C0443264,Modulated
45157,45157,modulation,C0443264,Modulated
45158,45158,positive,C1446409,Positive
45159,45159,modulation,C0443264,Modulated
45160,45160,modulation,C0443264,Modulated
45161,45161,renal system,C3654009,RENAL SYSTEM DIAGNOSTIC RADIOPHARMACEUTICALS
45162,45162,excretion,C0221102,Excretory function
45163,45163,sodium ion transport,C1159690,sodium ion transport
45164,45164,water transport,C1159571,water transport
45165,45165,multicellular,C1513731,Multicellular Process
45166,45166,cellular response,C4327509,cellular response to phosphatidylethanolamine
45167,45167,cellular response,C4327509,cellular response to phosphatidylethanolamine
45168,45168,cellular response,C4327509,cellular response to phosphatidylethanolamine
45169,45169,dendrite,C0011305,Dendrites
45170,45170,retrograde,C0439784,Retrograde direction
45171,45171,neuron,C0027882,Neurons
45172,45172,TRAM-dependent toll-like receptor signaling pathway,C3158855,TRAM-dependent toll-like receptor signaling pathway
45173,45173,signaling pathway,C0037080,Signal Pathways
45174,45174,cytokinesis,C0010813,Cytokinesis
45175,45175,positive,C1446409,Positive
45176,45176,regulation,C0851285,Regulation
45177,45177,positive,C1446409,Positive
45178,45178,regulation,C0851285,Regulation
45179,45179,regulation,C0851285,Regulation
45180,45180,regulation,C0851285,Regulation
45181,45181,regulation,C0851285,Regulation
45182,45182,regulation,C0851285,Regulation
45183,45183,specification,C2348235,Specification
45184,45184,galactonate,C1158851,galactonate metabolic process
45185,45185,aldonic acid,C1157162,aldonic acid biosynthetic process
45186,45186,N-terminal protein,C1157481,N-terminal protein lipidation
45187,45187,N-linked glycosylation,C1622430,protein N-linked glycosylation
45188,45188,protein maturation,C1660003,protein maturation
45189,45189,protein glucuronylation,C1157471,protein glucuronylation
45190,45190,protein succinylation,C1159304,protein succinylation
45191,45191,protein formylation,C1159286,protein formylation
45192,45192,positive,C1446409,Positive
45193,45193,positive,C1446409,Positive
45194,45194,regulation,C0851285,Regulation
45195,45195,negative,C0205160,Negative
45196,45196,regulation,C0851285,Regulation
45197,45197,regulation,C0851285,Regulation
45198,45198,positive,C1446409,Positive
45199,45199,positive,C1446409,Positive
45200,45200,positive,C1446409,Positive
45201,45201,cellular response,C4327509,cellular response to phosphatidylethanolamine
45202,45202,regulation,C0851285,Regulation
45203,45203,negative,C0205160,Negative
45204,45204,regulation,C0851285,Regulation
45205,45205,hypochlorous acid,C0020600,hypochlorous acid
45206,45206,formaldehyde,C0016564,formaldehyde
45207,45207,cellular,C0007634,Cells
45208,45208,regulation,C0851285,Regulation
45209,45209,positive,C1446409,Positive
45210,45210,protein insertion,C0021107,Implantation procedure
45211,45211,outer,C0205101,Extrinsic
45212,45212,mitochondrial membrane,C0596952,Mitochondrial Membranes
45213,45213,regulation,C0851285,Regulation
45214,45214,aspartate family,C0085845,aspartate
45215,45215,sulfur,C0038774,sulfur
45216,45216,isoleucine,C0022192,isoleucine
45217,45217,negative,C0205160,Negative
45218,45218,negative,C0205160,Negative
45219,45219,regulation,C0851285,Regulation
45220,45220,regulation,C0851285,Regulation
45221,45221,regulation,C0851285,Regulation
45222,45222,negative,C0205160,Negative
45223,45223,regulation,C0851285,Regulation
45224,45224,negative,C0205160,Negative
45225,45225,regulation,C0851285,Regulation
45226,45226,regulation,C0851285,Regulation
45227,45227,negative,C0205160,Negative
45228,45228,regulation,C0851285,Regulation
45229,45229,regulation,C0851285,Regulation
45230,45230,regulation,C0851285,Regulation
45231,45231,positive,C1446409,Positive
45232,45232,negative,C0205160,Negative
45233,45233,biosynthetic process,C0220781,Anabolism
45234,45234,biosynthetic process,C0220781,Anabolism
45235,45235,reflex,C0034929,Reflex action
45236,45236,metabolic process,C0025519,Metabolism
45237,45237,C21-steroid hormone,C1157304,C21-steroid hormone biosynthetic process
45238,45238,methylglyoxal,C0034338,pyruvaldehyde
45239,45239,tetracenomycin C,C0076228,tetracenomycin C
45240,45240,mineralocorticoid,C0026160,Mineralocorticoids
45241,45241,ecdysteroid,C0058915,Ecdysteroids
45242,45242,metabolic,C0311400,Metabolic
45243,45243,acetoin,C0000996,Acetoin
45244,45244,glucocorticoid,C0017710,Glucocorticoids
45245,45245,cortisol,C0020268,hydrocortisone
45246,45246,metabolic,C0311400,Metabolic
45247,45247,metabolic,C0311400,Metabolic
45248,45248,ketone,C0022634,Ketones
45249,45249,tetracycline,C0039644,tetracycline
45250,45250,pentadecane,C0615448,pentadecane
45251,45251,alkane,C0002065,Alkanes
45252,45252,biosynthetic process,C0220781,Anabolism
45253,45253,negative,C0205160,Negative
45254,45254,regulation,C0851285,Regulation
45255,45255,regulation,C0851285,Regulation
45256,45256,regulation,C0851285,Regulation
45257,45257,regulation,C0851285,Regulation
45258,45258,regulation,C0851285,Regulation
45259,45259,regulation,C0851285,Regulation
45260,45260,modulation,C0443264,Modulated
45261,45261,negative,C0205160,Negative
45262,45262,retina homeostasis,C2245003,retina homeostasis
45263,45263,chemical homeostasis,C1820302,chemical homeostasis
45264,45264,homeostasis,C0019868,Homeostasis
45265,45265,musculoskeletal movement,C0427044,Movement measurement
45266,45266,chemosensory behavior,C1154326,chemosensory behavior
45267,45267,behavioral response,C1325840,behavioral response to pain
45268,45268,regulation,C0851285,Regulation
45269,45269,regulation,C0851285,Regulation
45270,45270,negative,C0205160,Negative
45271,45271,regulation,C0851285,Regulation
45272,45272,positive,C1446409,Positive
45273,45273,negative,C0205160,Negative
45274,45274,regulation,C0851285,Regulation
45275,45275,negative,C0205160,Negative
45276,45276,negative,C0205160,Negative
45277,45277,negative,C0205160,Negative
45278,45278,negative,C0205160,Negative
45279,45279,regulation,C0851285,Regulation
45280,45280,negative,C0205160,Negative
45281,45281,negative,C0205160,Negative
45282,45282,regulation,C0851285,Regulation
45283,45283,negative,C0205160,Negative
45284,45284,negative,C0205160,Negative
45285,45285,negative,C0205160,Negative
45286,45286,negative,C0205160,Negative
45287,45287,regulation,C0851285,Regulation
45288,45288,regulation,C0851285,Regulation
45289,45289,modulation,C0443264,Modulated
45290,45290,induction,C0205263,Induce (action)
45291,45291,regulation,C0851285,Regulation
45292,45292,suppression,C0221103,Visual Suppression
45293,45293,suppression,C0221103,Visual Suppression
45294,45294,regulation,C0851285,Regulation
45295,45295,regulation,C0851285,Regulation
45296,45296,negative,C0205160,Negative
45297,45297,organometal,C1158872,organometal metabolic process
45298,45298,regulation,C0851285,Regulation
45299,45299,regulation,C0851285,Regulation
45300,45300,regulation,C0851285,Regulation
45301,45301,negative,C0205160,Negative
45302,45302,negative,C0205160,Negative
45303,45303,regulation,C0851285,Regulation
45304,45304,regulation,C0851285,Regulation
45305,45305,regulation,C0851285,Regulation
45306,45306,regulation,C0851285,Regulation
45307,45307,regulation,C0851285,Regulation
45308,45308,maintenance,C0024501,Maintenance
45309,45309,establishment,C3548477,establishment of Sertoli cell barrier
45310,45310,positive,C1446409,Positive
45311,45311,regulation,C0851285,Regulation
45312,45312,vasoconstriction,C0042396,Vascular constriction (function)
45313,45313,autophagy,C0004391,Autophagy
45314,45314,autophagy,C0004391,Autophagy
45315,45315,regulation,C0851285,Regulation
45316,45316,deoxyribose phosphate,C1156349,deoxyribose phosphate biosynthetic process
45317,45317,enterobacterial,C0014346,Enterobacteriaceae
45318,45318,5-phosphate,C4690373,phosphatidylinositol-5-phosphate 5-phosphatase activity
45319,45319,D-glycero-D-manno-heptose 7-phosphate,C3270751,D-glycero-D-manno-heptose 7-phosphate metabolic process
45320,45320,K antigen,C0064193,K antigen
45321,45321,glycerol-3-phosphate,C1156368,glycerol-3-phosphate biosynthetic process
45322,45322,colanic acid,C0056095,colanic acid
45323,45323,vancomycin,C0042313,vancomycin
45324,45324,xylulose 5-phosphate,C3547560,xylulose 5-phosphate biosynthetic process
45325,45325,ribose,C0035549,ribose
45326,45326,regulation,C0851285,Regulation
45327,45327,cell communication,C0007582,Cell Communication
45328,45328,AV node cell,C0004247,Structure of atrioventricular node
45329,45329,atrial cardiac muscle,C0027061,Myocardium
45330,45330,SA,C0038702,sulfanilamide
45331,45331,bundle,C1704398,Immature Bone
45332,45332,Purkinje,C0034143,Purkinje Cells
45333,45333,positive,C1446409,Positive
45334,45334,regulation,C0851285,Regulation
45335,45335,positive,C1446409,Positive
45336,45336,negative,C0205160,Negative
45337,45337,positive,C1446409,Positive
45338,45338,regulation,C0851285,Regulation
45339,45339,L-phenylalanine,C0031453,phenylalanine
45340,45340,chorismate,C1156587,chorismate biosynthetic process
45341,45341,glycosaminoglycan,C0017973,Glycosaminoglycans
45342,45342,keratan sulfate,C0022563,Keratan Sulfate
45343,45343,dermatan sulfate,C0011602,Dermatan Sulfate
45344,45344,amino acid,C0002520,Amino Acids
45345,45345,methionine,C0025646,methionine
45346,45346,coenzyme M,C0206008,2-mercaptoethanesulfonic acid
45347,45347,cephalosporin,C3536856,Cephalosporins
45348,45348,indole phytoalexin,C1155283,indole phytoalexin biosynthetic process
45349,45349,metabolic,C0311400,Metabolic
45350,45350,purine,C0034140,Purines
45351,45351,S-adenosylmethioninamine,C0036002,S-adenosylmethionine
45352,45352,heparin,C0019134,heparin
45353,45353,cellular,C0007634,Cells
45354,45354,metabolic,C0311400,Metabolic
45355,45355,hydrogen sulfide,C0020282,Hydrogen Sulfide
45356,45356,S-methylmethionine,C0042889,Vitamin U
45357,45357,amino acid,C0002520,Amino Acids
45358,45358,regulation,C0851285,Regulation
45359,45359,invasive,C0205281,Invasive
45360,45360,response,C0871261,Response process
45361,45361,cellular response,C4327509,cellular response to phosphatidylethanolamine
45362,45362,detection,C1511790,Detection
45363,45363,modulation,C0443264,Modulated
45364,45364,positive,C1446409,Positive
45365,45365,modulation,C0443264,Modulated
45366,45366,induction,C0205263,Induce (action)
45367,45367,modulation,C0443264,Modulated
